DÍA;Ubic;Horario;Latitude;Longitude
DOMINGO;MENDELSSOHN ENTRE EJE CENTRAL Y LATERAL DE INSURGENTES NORTE;07:00 A 17:00 HORAS;19,468020641;-99,137596422
MIÉRCOLES;PLUTARCO Y VICTOR HUGO;6:00 A 16:00 HORAS;19,368653297;-99,137399036
MARTES;CUAUHTEMOC Y MOCTEZUMA;07:00 A 17:00 HORAS;19,523919556;-99,137353157
MARTES;AV. DEL CASTILLO ENTRE GUADALUPE VICTORIA Y PALMIRA;07:00 A 17:00 HORAS;19,543583302;-99,137211447
DOMINGO;AV. DEL CASTILLO ENTRE GUADALUPE VICTORIA Y PALMIRA;07:00 A 17:00 HORAS;19,543583302;-99,137211447
MIÉRCOLES;EJE CENTRAL LÁZARO CÁRDENAS ENTRE CALZADA DE LA RONDA Y MANUEL GONZÁLEZ “Tianguis La Ronda”;07:00 A 17:00 HORAS;19,455858898;-99,137129324
MARTES;BENITO JUAREZ ENTRE AV. IGNACIO ZARAGOZA Y FCO. VILLA;07:00 A 17:00 HORAS;19,543327956;-99,136916104
DOMINGO;BENITO JUAREZ ENTRE AV. IGNACIO ZARAGOZA Y FCO. VILLA;07:00 A 17:00 HORAS;19,543327956;-99,136916104
DOMINGO;LATERAL DE REFORMA, ENTRE ALLENDE Y BOCANEGRA, ALLENDE LATERAL Y JAIME NUNO “Tianguis Lagunilla”;07:00 A 17:00 HORAS;19,446159721;-99,136742959
DOMINGO;5 DE FEBRERO ENTRE J. ARRIAGA Y A. CHAVERO “Tianguis 5 de febrero”;07:00 A 17:00 HORAS;19,416308164;-99,136400506
DOMINGO;JAIME NUNO ENTRE ALLENDE Y COMONFORT “Tianguis Lagunilla”;07:00 A 17:00 HORAS;19,445235390;-99,136026531
VIERNES;ALDAMA ENTRE NIÑOS HÉROES Y 5 DE MAYO;9:00 A 17:00 HORAS;19,276623938;-99,135653898
VIERNES;PLAN DE IGUALA ENTRE BALDERA Y PLAN DE GUADALUPE;07:00 A 17:00 HORAS;19,514334976;-99,135738924
LUNES;CALLE 7 ENTRE AVENIDA 4 Y CALLE 8;8:00 A 19:00 HORAS;19,318330122;-99,135574038
DOMINGO;ALFREDO CHAVERO ENTRE SAN ANTONIO ABAD Y 5 DE FEBRERO “Tianguis Chavero”;07:00 A 17:00 HORAS;19,417109848;-99,135570104
SÁBADO;BERTHA ENTRE ELVIRA Y REFUGIO;6:00 A 16:00 HORAS;19,383340295;-99,135541660
JUEVES;CALZADA DE LA VIRGEN ENTRE CANAL DE MIRAMONTES Y RETORNO 44;8:00 A 19:00 HORAS;19,329109128;-99,135478018
MARTES;AV. CHIQUIHUITE ENTRE CANDELARIA Y 2DA CERRADA DE CANDELARIA;07:00 A 17:00 HORAS;19,520504177;-99,135394183
VIERNES;AV. CHIQUIHUITE ENTRE CANDELARIA Y 2DA CERRADA DE CANDELARIA;07:00 A 17:00 HORAS;19,520504177;-99,135394183
DOMINGO;COMONFORT, DEL EJE 1 NORTE, A MATAMOROS “Tianguis Lagunilla”;07:00 A 17:00 HORAS;19,445567084;-99,135020966
DOMINGO;COMONFORT, DEL EJE 1 NORTE, A MATAMOROS “Tianguis Lagunilla”;07:00 A 17:00 HORAS;19,445567084;-99,135020966
DOMINGO;COMONFORT ECUADOR Y MATAMOROS “Tianguis Lagunilla”;07:00 A 17:00 HORAS;19,445567084;-99,135020966
MIÉRCOLES;CARMEN Y ELVIRA;6:00 A 16:00 HORAS;19,383385459;-99,134963829
MARTES;PLUTARCO ELIAS CALLES ENTRE DON JUAN Y JUSTINA;6:00 A 16:00 HORAS;19,381089870;-99,134635392
VIERNES;AVENIDA CENTRAL ENTRE CALZADA DE LAS BOMBAS Y TEPETLAPA;8:00 A 19:00 HORAS;19,318324700;-99,134474254
DOMINGO;AVENIDA CENTRAL ENTRE CALZADA DE LAS BOMBAS Y TEPETLAPA;8:00 A 19:00 HORAS;19,318499754;-99,134474207
JUEVES;CALLE 11 ENTRE AVENIDA 4 Y CALLE 8;8:00 A 19:00 HORAS;19,318408574;-99,134464518
SÁBADO;20 DE NOVIEMBRE ENTRE DARIO FERNANDEZ Y MAURICIO GOMEZ;07:00 A 17:00 HORAS;19,554833640;-99,134051830
VIERNES;PLUTARCO ELIAS CALLES ENTRE FERNADEZ DEL CASTILLO Y LAURA;6:00 A 16:00 HORAS;19,385039887;-99,133778875
LUNES;PLUTARCO ELIAS CALLES ENTRE FRANCISCO FERNADEZ DEL CASTILLOS Y LAURA;6:00 A 16:00 HORAS;19,385140576;-99,133760768
MIÉRCOLES;CONSTITUCION DE 1810 ENTRE ESCUADRON 201 Y AÑO 1917;07:00 A 17:00 HORAS;19,514885304;-99,133601131
LUNES;APANGO ENTRE JUVENTINO ROSAS Y GRAL. FELIPE ANGELES;07:00 A 17:00 HORAS;19,556830595;-99,133288715
SÁBADO;CONSTANTINO, ENTRE ROSSINI CARUSO Y MASCAGNI “Tianguis Constantino”;07:00 A 17:00 HORAS;19,456654845;-99,133196482
JUEVES;PIEDRA DEL SOL Y LA VIRGEN ENTRE LA VIRGEN Y SANTA ANA;8:00 A 19:00 HORAS;19,328903671;-99,133075657
LUNES;AVENIDA CINCO ESQUINA AVENIDA UNO ENTRE REFINERIA MINATITLAN;8:00 A 19:00 HORAS;19,337425979;-99,133067137
DOMINGO;ING. BISILIO ROMO ANGUIANO ENTRE CARLOS DAZA Y LA LATERAL DE INSURGENTES NORTE;07:00 A 17:00 HORAS;19,473513787;-99,133155559
VIERNES;PLUTARCO ALIAS CALLES ENTRE LUIS G INCLAN Y FERNANDEZ DEL CASTILLO;6:00 A 16:00 HORAS;19,388290777;-99,133043270
DOMINGO;CALZ. DEL HUESO / CALZ. GUADALUPE Y ALTA TENSIÓN;08:00 A 19:00 HORAS;19,307402264;-99,132958880
MIÉRCOLES;RICARDO FANDEÑO ENTRE ROSARIO CASTELLANOS Y DARIO FERNANDEZ;07:00 A 17:00 HORAS;19,553340831;-99,133152957
MIÉRCOLES;PARQUE PIPILA, JUAN A. MATEOS ENTRE JOSÉ A. TORRES Y MARCOS CARRILLO “Tianguis Pipila”;07:00 A 17:00 HORAS;19,410132090;-99,133002161
MIÉRCOLES;GUTIERREZ NAJERA;6:00 A 16:00 HORAS;19,397855967;-99,132861323
VIERNES;PONIENTE 118 ENTRE AV. INSTITUTO POLITECNICO NACIONAL Y NORTE 20;07:00 A 17:00 HORAS;19,478996918;-99,132796230
JUEVES;CALZA DEL HUESO Y LAS BOMBAS;8:00 A 19:00 HORAS;19,307898112;-99,132630977
MIÉRCOLES;HIMNO NACIONAL ENTRE CONSTITUCION 1810 Y DEL PAIS;07:00 A 17:00 HORAS;19,514160047;-99,132775165
MIÉRCOLES;MANUEL GAMIO ENTRE SUR 75 Y AV. DE LAS TORRES;08:00 A 19:00 HORAS;19,360856286;-99,132623179
JUEVES;SHUMANN ENTRE BODORIN Y TAMAGNO;07:00 A 17:00 HORAS;19,468508069;-99,132678874
JUEVES;BORODIN ENTRE PAGANINI Y AV. ING. ALFREDO ROBLES DOMINGUEZ;07:00 A 17:00 HORAS;19,468508069;-99,132678874
LUNES;PEDRO NOLASCO ENTRE MIGUEL LERDO DE TEJEDA Y APANGO;07:00 A 17:00 HORAS;19,558040777;-99,132645061
JUEVES;ROSARIO CASTELLANOS ENTRE AV. DEL CASTILLO Y ROBERTO ESQUERRA;07:00 A 17:00 HORAS;19,550965362;-99,132622213
MARTES;REPÚBLICA DE NICARAGUA, NÚMERO 8;07:00 A 17:00 HORAS;19,440809225;-99,132485924
MIÉRCOLES;AV. KALIMANSARO ENTRE LOMA CIERSO Y BARRANCA CHICA;07:00 A 17:00 HORAS;19,569984361;-99,132578175
DOMINGO;AV. KALIMANSARO ENTRE LOMA CIERSO Y BARRANCA CHICA;07:00 A 17:00 HORAS;19,569984361;-99,132578175
JUEVES;NICARAGUA, NÚMERO 8, “Tianguis Nicaragua”;07:00 A 17:00 HORAS;19,440772520;-99,132379864
SÁBADO;NICARAGUA, NÚMERO 8, “Tianguis Nicaragua”;07:00 A 17:00 HORAS;19,440772520;-99,132379864
LUNES;DIVISIÓN DEL NORTE / CALZ. DEL HUESO E ING. JESUS GOMEZ  PROL. COL. VERGEL DEL SUR;08:00 A 19:00 HORAS;19,304109397;-99,131978849
MARTES;RETORNO MAR DE LA TRANQUILIDAD;8:00 A 19:00 HORAS;19,315966090;-99,131930961
SÁBADO;DIVISIÓN DEL NORTE / COYOTEPEC Y GRIJALBA PROL. COL. EXHACIENDA DE S AN JUAN;08:00 A 19:00 HORAS;19,291344668;-99,131826514
MIÉRCOLES;21 DE MARZO ENTRE AÑO 1910 Y ESCUADRON 201;07:00 A 17:00 HORAS;19,515528491;-99,131859790
LUNES;LIRA ENTRE PLEYADES Y MAR DE LA TRANQUILIDAD;8:00 A 19:00 HORAS;19,317567085;-99,131643047
MARTES;DIVISIÓN DEL NORTE / COYOTEPEC Y GRIJALBA PROL. COL. EXHACIENDA DE SAN JUAN;08:00 A 19:00 HORAS;19,291506224;-99,131620867
MIÉRCOLES;ENCUADRON 201 ENTRE CALLE NACION Y 1910;07:00 A 17:00 HORAS;19,515974268;-99,131771514
VIERNES;DIVISIÓN DEL NORTE / CALZ. DEL HUESO E ING. JESUS GOMEZ  PROL. COL. VERGEL DEL SUR;08:00 A 19:00 HORAS;19,301300033;-99,131363704
LUNES;GUMERSINDO ESQUER, ENTRE J. SOTERO CASTAÑEDA Y OTE 67-A.  “Tianguis Ampliación Asturias”;07:00 A 17:00 HORAS;19,406642432;-99,130773531
MARTES;MIRADOR ENTRE MIRAVALLE Y CALLE DE LA ROSA;9:00 A 17:00 HORAS;19,262176124;-99,130298010
MIÉRCOLES;MIRAMONTES / LÁZARO CÁRDENASA Y SOR JUANA INÉS DE LA CRUZ;08:00 A 19:00 HORAS;19,286016309;-99,130071685
SÁBADO;CALLE ACUEDUCTO ENTRE SANTA ANITA Y MERCADO SANTA ANITA;08:00 A 19:00 HORAS;19,398107272;-99,130015930
DOMINGO;MIRAMONTES / BETANCOURT Y PRO. CLAVEL.;08:00 A 19:00 HORAS;19,286106632;-99,129889875
LUNES;AV. GUILLERMO MASSIEU HERLGUERA Y INSTITUTO POLITECNICO NACIONAL;07:00 A 17:00 HORAS;19,505864280;-99,129928542
MARTES;AVENIDA CINCO ENTRE AVENIDA TRES Y AVENIDA UNO;8:00 A 19:00 HORAS;19,335760080;-99,129746012
DOMINGO;TOPACIO, ENTRE CRISTÓBAL DIAZ ANAYA Y JAVIER  VILLAURRUTIA “Tianguis Topacio”;07:00 A 17:00 HORAS;19,411362869;-99,129635088
VIERNES;JUAN DE DIOS BATIZ ENTRE AV. INSTITUTO POLITECNICO NACIONAL Y BARRAS;07:00 A 17:00 HORAS;19,502588265;-99,129608191
MARTES;JUAN DE DIOS BATIZ ENTRE AV. INSTITUTO POLITECNICO NACIONAL Y BARRAS;07:00 A 17:00 HORAS;19,502588265;-99,129608191
JUEVES;BUENAVISTA ENTRE MATANZAS Y LIMA;07:00 A 17:00 HORAS;19,492463685;-99,129425167
JUEVES;SAN LORENZO ENTRE ALDAMA;9:00 A 17:00 HORAS;19,275700910;-99,129222813
JUEVES;OCHOA DE MIRANDA ENTER WAGNER Y ADELINA PATTI;07:00 A 17:00 HORAS;19,463386230;-99,129304130
DOMINGO;SAN JUAN ENTRE AV. CHIQUIHUITE Y MANUEL DOBLADO;07:00 A 17:00 HORAS;19,521439868;-99,129113862
MIÉRCOLES;AV. MODELO ENTRE RETORNO 407 Y ORIENTE 178-A;08:00 A 19:00 HORAS;19,359585763;-99,127774785
VIERNES;CALLE RAMON Y CAJAL ENTRE EMPERADORES AZTECAS E IZCOATL, COL. BARRIO SAN PEDRO;08:00 A 19:00 HORAS;19,392140089;-99,127790262
DOMINGO;EJE 6 SUR ENTRE PLAYA LORENA Y PLAYA MIRAMAR;08:00 A 19:00 HORAS;19,376636743;-99,127741411
VIERNES;LEON CABALLO ENTRE CARUSO Y CALZADA DE LOS MISTERIOS;07:00 A 17:00 HORAS;19,468066897;-99,127739034
MIÉRCOLES;PARQUE MARIA DEL CARMEN ENTRE ESTHER Y ELSA;07:00 A 17:00 HORAS;19,472518292;-99,127696118
VIERNES;AMACUZAC ENTRE ALBERT Y EMILIO CARRANZA;08:00 A 19:00 HORAS;19,369518430;-99,127343732
VIERNES;AMACUZAC ENTRE ALBERT Y EMILIO CARRANZA;08:00 A 19:00 HORAS;19,369518430;-99,127343732
VIERNES;AMACUZAC Y ALBERT;08:00 A 19:00 HORAS;19,369518430;-99,127343732
VIERNES;AMACUZAC ENTRE ALBERT Y EMILIANO CARRANZA;08:00 A 19:00 HORAS;19,369518430;-99,127343732
LUNES;PLAYA ENCANTADA ENTRE PLAYA MANZMILLO Y MIRADOR COL. MILITAR MARTE;08:00 A 19:00 HORAS;19,378301068;-99,127071534
SÁBADO;PLAYA ERIZO ENTRE ICACOS Y PLAYA MIRADOR, COL. MILITAR MARTE;08:00 A 19:00 HORAS;19,378301068;-99,127071534
DOMINGO;EST. GIRASOL ENTRE EDIFICIO PIEDRA DEL SOL Y VEREDAS,COL. U.H. INFONAVIT IZTACALCO;08:00 A 19:00 HORAS;19,378301068;-99,127071534
MIÉRCOLES;CALLE CORTEZA ENTRE GIRASOL Y EDIFICIO JADE, COL. U.H. INFONAVIT IZTACALCO;08:00 A 19:00 HORAS;19,378301068;-99,127071534
VIERNES;CALLE GIRASOL ENTRE RAIZ DE AGUA Y EDIFICIO COLORIN, COL. UH. INFONAVIT IZTACALCO;08:00 A 19:00 HORAS;19,378301068;-99,127071534
DOMINGO;MAJUELOS ENTRE SAN LORENZO Y EMILIANO ZAPATA;9:00 A 17:00 HORAS;19,276774056;-99,126574972
JUEVES;EJE 6 SUR ENTRE PIE DE LA CUESTA Y PALAYA TECOLUTLA;08:00 A 19:00 HORAS;19,376361015;-99,126447429
DOMINGO;CALLE AMACUZAC ENTRE JUANA DE ARCO, SAN PEDRO IZTACALCO;08:00 A 19:00 HORAS;19,394251424;-99,126432954
VIERNES;CALZADA DE LAS BOMBAS ENTRE RANCHO SAN LORENZO Y RANCHO GIRASOLES;8:00 A 19:00 HORAS;19,308195047;-99,126306994
LUNES;EJE 3 ORIENTE CAFETALES ENTRE CALZADA DE LAS BOMBAS Y RANCHO VISTA HERMOSA;8:00 A 19:00 HORAS;19,308195047;-99,126306994
MARTES;BOLAÑOS, ENTRE COBRE Y ESTAÑO “Tianguis Cedro”;07:00 A 17:00 HORAS;19,454988092;-99,126404583
LUNES;RIOBAMBA ENTRE SIERRAVISTA Y LINDAVISTA;07:00 A 17:00 HORAS;19,491561007;-99,126417318
JUEVES;AV. DEL CASTILLO ENTRE TETECONTLA Y RANCHO GRANDE;07:00 A 17:00 HORAS;19,559381285;-99,126427654
DOMINGO;AV. DEL CASTILLO ENTRE TETECONTLA Y RANCHO GRANDE;07:00 A 17:00 HORAS;19,559381285;-99,126427654
MIÉRCOLES;AV. ADOLFO LOPEZ MATEO ENTRE AV. TLACOMULCO Y AV. DEL CASTILLO;07:00 A 17:00 HORAS;19,555301637;-99,126330572
VIERNES;FAROL / MIRAMONTES Y FAROL;08:00 A 19:00 HORAS;19,287070052;-99,125968710
LUNES;DELICIAS CHIHUAHUA ENTRE LAURELES Y CAMINO REAL;07:00 A 17:00 HORAS;19,547635879;-99,125837670
MIÉRCOLES;DELICIAS CHIHUAHUA ENTRE LAURELES Y CAMINO REAL;07:00 A 17:00 HORAS;19,547635879;-99,125837670
VIERNES;DELICIAS CHIHUAHUA ENTRE LAURELES Y CAMINO REAL;07:00 A 17:00 HORAS;19,547635879;-99,125837670
MARTES;PLAYA ERIZO (CAMELLON) ENTRE PLAYA LINDA Y MIRNDAR, COL. U.H. SANTIAGO;08:00 A 19:00 HORAS;19,385982623;-99,125325861
MARTES;PLAYA ERIZO (CAMELLON) ENTRE PLAYA LINDA Y MIRNDAR, COL. U.H. SANTIAGO;08:00 A 19:00 HORAS;19,385982623;-99,125325861
SÁBADO;PLAYA ERIZO ENTRA PLAYA MOCAMBO Y PLAYA MIRADOR, COL. IZTACCIHUTAL NORTE;08:00 A 19:00 HORAS;19,385926077;-99,125284677
MARTES;DELICIAS ENTRE CAMINO A LA BRECHA Y SAUSES;07:00 A 17:00 HORAS;19,547264943;-99,125263033
SÁBADO;DELICIAS ENTRE CAMINO A LA BRECHA Y SAUSES;07:00 A 17:00 HORAS;19,547264943;-99,125263033
MIÉRCOLES;CALZ. DEL HUESO Y MIRAMONTES;08:00 A 19:00 HORAS;19,303972805;-99,124970197
DOMINGO;CALZ. DEL HUESO Y MIRAMONTES;08:00 A 19:00 HORAS;19,303825222;-99,124842155
VIERNES;CALZ. DEL HUESO Y MIRAMONTES;08:00 A 19:00 HORAS;19,303571396;-99,124792466
JUEVES;DELICIAS Y SAUSES ENTRE CAPULINES Y LAURELES;07:00 A 17:00 HORAS;19,546782717;-99,124746749
DOMINGO;DELICIAS Y SAUSES ENTRE CAPULINES Y LAURELES;07:00 A 17:00 HORAS;19,546782717;-99,124746749
LUNES;CAPULIN ENTRE PROLONGACIÓN ALDAMA Y PASEO DA LOS SAUCES;9:00 A 17:00 HORAS;19,272881915;-99,124075631
MIÉRCOLES;SANTIAGO DE CHILE ENTRE VIÑA DEL MAR Y RAMIRIQUI;07:00 A 17:00 HORAS;19,507609554;-99,123451707
MARTES;EZEQUIEL ENTRE CALZADA DE GUADALUPE Y CALLE ELSA;07:00 A 17:00 HORAS;19,466215165;-99,123047220
LUNES;CUADRANTE DE SAN ANTONIO TOMATLÁN, ENTRE CALLE N. BRAVO Y CIRCUNVALACIÓN;08:00 A 19:00 HORAS;19,435389396;-99,123009979
LUNES;VISTA HERMOSA ENTRE MIRADOR Y LOMA BONITA;07:00 A 17:00 HORAS;19,546669921;-99,122654702
MARTES;CALLE COBRE ENTRRE CANANEA Y CALLE 14 COL. NICOLAS BRAVO;08:00 A 19:00 HORAS;19,453724063;-99,122576011
VIERNES;CUADRANTE DE SAN ANTONIO TOMATLAN ENTRE BRAVO Y SAN ANTONIO TOMATLAN COL. MORELOS;08:00 A 19:00 HORAS;19,435402090;-99,122547014
MIÉRCOLES;CCALZ. LA VIGA ENTRE PROL. EMILIANO ZAPATA Y RETORNO 559;08:00 A 19:00 HORAS;19,361655025;-99,122397167
LUNES;SAN ANTONIO TOMATLÁN ESQUINA N. BRAVO;08:00 A 19:00 HORAS;19,435338689;-99,122353108
JUEVES;ZACATENCO ENTRE HERNANDEZ Y FORTUNA;07:00 A 17:00 HORAS;19,480672573;-99,122168614
DOMINGO;CIENFUEGOS ENTRE MAYOBAMBA Y ACUEDUCTO;07:00 A 17:00 HORAS;19,501666094;-99,122094972
MIÉRCOLES;CONSTITUCION ENTRE  EMILIANO ZAPATA Y AQUILES SERDAN;9:00 A 17:00 HORAS;19,248483112;-99,121722964
MARTES;AVENA ENTRE 16 DE SEPTIEMBRE Y CALLEJON 20 DE AGOSTO;8:00 A 19:00 HORAS;19,341028766;-99,121741135
MARTES;CALLE BRAVO, ESQUINA PEÑA Y PEÑA;08:00 A 19:00 HORAS;19,440204316;-99,121713237
MARTES;AV. DE LA VIGA ENTRE CALLE CAMPESINOS;08:00 A 19:00 HORAS;19,353903789;-99,121344687
MARTES;JULIO LOPEZ CHAVEZ ENTRE MANUELA SAENZ Y SANTA ANA;8:00 A 19:00 HORAS;19,324544078;-99,121112038
JUEVES;10 DE ABRIL, SAN LORENZO LA CEBADA;9:00 A 17:00 HORAS;19,280502046;-99,120873011
LUNES;CALZADA SAN JUANICO ENTRE PENALISTAS;08:00 A 19:00 HORAS;19,374130612;-99,120720207
DOMINGO;CALLE SAN JUANICO ENTRE PENALISTAS;08:00 A 19:00 HORAS;19,374130612;-99,120720207
JUEVES;PIÑA Y PALACIOS ENTRE MATAMOROS Y MIGUEL HIDALGO;9:00 A 17:00 HORAS;19,234784371;-99,120189769
JUEVES;PIÑA Y PALACIOS ENTRE MATAMOROS Y MIGUEL HIDALGO;9:00 A 17:00 HORAS;19,234784371;-99,120189769
MARTES;EZEQUIEL ENTRE SARA Y LIDIA;07:00 A 17:00 HORAS;19,465239985;-99,120315863
DOMINGO;TIERRA Y LIBERTAD ENTRE AV. DIVISION DEL NORTE Y AV. MUYUGUARDA;9:00 A 17:00 HORAS;19,276415615;-99,120036704
JUEVES;SAN JUANICO ENTRE CALCULISTAS Y DIBUJANTES;08:00 A 19:00 HORAS;19,374021223;-99,119683394
SÁBADO;JORGE ENCISO ENTRE SUR 101 Y SUR 107-A;08:00 A 19:00 HORAS;19,359665286;-99,119667680
VIERNES;CALLE CENTRAL, ENTRE CALZADA DE LAS BOMBAS Y TEPETLAPA;8:00 A 19:00 HORAS;19,314453121;-99,119506045
VIERNES;MARTIRES DEL RIO BLANCO ENTRE 12 DE OCTUBRE Y AV. MÉXICO,;9:00 A 17:00 HORAS;19,263708697;-99,119431830
MARTES;AVENIDA CENTRAL ENTRE CALZADA DE LAS BOMBAS Y TEPETLAPA;8:00 A 19:00 HORAS;19,314478104;-99,119445997
DOMINGO;HOJALATERIA ENTRE PINTORES Y TALABARTEROS COL. EMILIO CARRANZA;08:00 A 19:00 HORAS;19,448860101;-99,119517043
JUEVES;HOJALATERIA ENTRE TALABARTEROS Y CENTRAL DE PINTORES COL. EMILIO CARRANZA;08:00 A 19:00 HORAS;19,448860101;-99,119517043
VIERNES;TENORIO / DON REFUGIO Y ENTRADA A LA U.H. TENORIOS 1;08:00 A 19:00 HORAS;19,297527450;-99,119279972
DOMINGO;MÁRTIRES DEL RIO BLANCO ENTRE AV. MÉXICO Y 14 DE JULIO;9:00 A 17:00 HORAS;19,264199924;-99,119225682
MARTES;CONSTITUCIÓN DE 1917 ENTRE PLAN DE CABORCA Y MUYUGUARDA;9:00 A 17:00 HORAS;19,285557567;-99,119216957
MIÉRCOLES;TENORIOS / U.H. 1 No. 222 y DON REFUGIO, U.H. TENORIOS;08:00 A 19:00 HORAS;19,297078260;-99,119053780
DOMINGO;TENORIOS / DON REGUFIO Y ENTRADA A LA U.H. TENORIOS 1;08:00 A 19:00 HORAS;19,296630327;-99,118837870
VIERNES;VICTORIA ENTRE OPALO Y VENTURINA;07:00 A 17:00 HORAS;19,472313431;-99,118911644
VIERNES;VICTORIA ENTRE OPALO Y GRANATE;07:00 A 17:00 HORAS;19,472313431;-99,118911644
VIERNES;VICTORIA ENTRE AMANDINO Y CALZADA DE GUADALUPE;07:00 A 17:00 HORAS;19,472313431;-99,118911644
DOMINGO;REFORMA LABORAL ENTRE PLAN DE LA NORIA;9:00 A 17:00 HORAS;19,283416111;-99,118731733
DOMINGO;REFORMA LABORAL ENTRE PLAN DE LA NORIA;9:00 A 17:00 HORAS;19,283416111;-99,118731733
SÁBADO;REFORMA LABORAL ENTRE PLAN DE LA NORIA, SAN LORENZO LA CEBADA;9:00 A 17:00 HORAS;19,283416111;-99,118731733
JUEVES;CALLE 2 ENTRE MARIQUITA SANCHEZ Y MANUEL SAENZ;8:00 A 19:00 HORAS;19,323982116;-99,118527962
LUNES;JULIO LÓPEZ CHÁVEZ ENTRE MARIQUITA SANCHEZ Y MANUEL SAENZ;8:00 A 19:00 HORAS;19,323982116;-99,118527962
MARTES;CALLE 2 ENTRE MARIQUITA SANCHEZ Y MANUEL SAENZ;8:00 A 19:00 HORAS;19,323982116;-99,118527962
DOMINGO;JULIO LÓPEZ CHÁVEZ ENTRE MARIQUITA SANCHEZ Y MANUEL SAENZ;8:00 A 19:00 HORAS;19,323982116;-99,118527962
VIERNES;JULIO LÓPEZ CHÁVEZ ENTRE MARIQUITA SANCHEZ Y MANUEL SAENZ;8:00 A 19:00 HORAS;19,323982116;-99,118527962
VIERNES;JULIO LOPEZ CHAVEZENTRE MARIQUITA SANCHEZ Y MANUEL SAENZ;8:00 A 19:00 HORAS;19,323982116;-99,118527962
DOMINGO;JULIO LOPEZ CHAVEZENTRE MARIQUITA SANCHEZ Y MANUEL SAENZ;8:00 A 19:00 HORAS;19,323982116;-99,118527962
DOMINGO;IGNACIO ZARAGOZA ENTRE HIDALGO Y MORELOS;9:00 A 17:00 HORAS;19,229951386;-99,118435902
JUEVES;APACHE ENTRE CHUPICUARO Y SERIES;8:00 A 19:00 HORAS;19,332645189;-99,117890165
DOMINGO;LAS ROSAS ENTRE 16 DE SEPTIEMBRE Y PINO;8:00 A 19:00 HORAS;19,339912112;-99,117893952
MARTES;CONSTITUCIÓN DE 1917 ENTRE PLAN DE CABORCA Y MUYUGUARDA;9:00 A 17:00 HORAS;19,284977271;-99,117691548
LUNES;CALLE APACHES ENTRE CHUPICUARO Y SERIS;8:00 A 19:00 HORAS;19,332611748;-99,117615481
MARTES;APACHES ENTRE BONAMPAK Y SERIS;8:00 A 19:00 HORAS;19,332466628;-99,117583961
MIÉRCOLES;APACHES ENTRE SERIS Y ANDADOR;8:00 A 19:00 HORAS;19,332466628;-99,117583961
MARTES;CALLE BORDO, ENTRE ZINC Y PLOMO;08:00 A 19:00 HORAS;19,455967647;-99,117659064
LUNES;AV. APATLACO ENTRE AV. LA VIGA Y GALEANA;08:00 A 19:00 HORAS;19,381979557;-99,116764941
MARTES;AV. APATLACO ENTRE AV. LA VIGA Y CHAMISAL;08:00 A 19:00 HORAS;19,381979557;-99,116764941
MIÉRCOLES;AV. APATLACO ENTRE AV. LA VIGA Y CHAMISAL;08:00 A 19:00 HORAS;19,381979557;-99,116764941
JUEVES;AV. APATLACO ENTRE AV. LA VIGA Y CHAMISAL;08:00 A 19:00 HORAS;19,381979557;-99,116764941
VIERNES;AV. APATLACO ENTRE AV. LA VIGA Y CHAMISAL;08:00 A 19:00 HORAS;19,381979557;-99,116764941
DOMINGO;AV. APATLACO FRENTE AL SALON ARMONIAL ENTRE MELCHOR OCAMPO;08:00 A 19:00 HORAS;19,381979557;-99,116764941
VIERNES;APATLACO ENTRE INDEPENDENCIA Y GENERAL ANAYA;08:00 A 19:00 HORAS;19,381979557;-99,116764941
SÁBADO;APATLACO ENTRE LA VIGA Y TRONCOSO;08:00 A 19:00 HORAS;19,381979557;-99,116764941
DOMINGO;APATLACO ENTRE LA VIGA Y TRONCOSO;08:00 A 19:00 HORAS;19,381979557;-99,116764941
LUNES;AV. CANAL DE APATLACO ENTRE GALEANA Y CALZADA INDEPENDENCIA;08:00 A 19:00 HORAS;19,381979557;-99,116764941
MARTES;AV. CANAL DE APATLACO ENTRE GALEANA Y CALZADA INDEPENDENCIA;08:00 A 19:00 HORAS;19,381979557;-99,116764941
MIÉRCOLES;AVENIDA APATLACO ENTRE CALLE GALEANA Y CALLE INDEPENDENCIA;08:00 A 19:00 HORAS;19,381979557;-99,116764941
JUEVES;AV. CANAL DE APATLACO ENTRE GALEANA E INDEPENDENCIA;08:00 A 19:00 HORAS;19,381979557;-99,116764941
VIERNES;APATLACO ENTRE GALEANA E INDEPENDENCIA;08:00 A 19:00 HORAS;19,381979557;-99,116764941
SÁBADO;APATLACO ENTRE GALEANA E INDEPENDENCIA;08:00 A 19:00 HORAS;19,381979557;-99,116764941
SÁBADO;CALLE ZACUALPAN, ENTRE PLOMO Y PLATINO;08:00 A 19:00 HORAS;19,454677705;-99,116772185
MARTES;CHIMALPOPOCA ENTRE IZTLACIHUATL Y QUETZALCOATL;07:00 A 17:00 HORAS;19,494634357;-99,116609648
LUNES;ACUEDUCTO ENTRE CONSTITUCIÓN Y REDENCIÓN, SANTIAGO;9:00 A 17:00 HORAS;19,253322099;-99,116180989
SÁBADO;ORIENTE 91 ENTRE NORTE 50-A Y NORTE 58;07:00 A 17:00 HORAS;19,461819870;-99,116271467
MIÉRCOLES;COLORINES ENTRE GANADEROS Y MAIZ;08:00 A 19:00 HORAS;19,349155969;-99,116029671
